order_id,customer_name,email,phone,city,product,category,quantity,unit_price,payment_method,order_date,status
ORD00187,Vikram Brown,vikram.brown@gmail.com,46542 14066,Mumbai,Coffee Maker,Home and Kitchen,8,$3931.65,CC,2025/05/18 00:00:00,Pending
ORD00188,Mike Walker,NULL,47072 00642,,Smart Watch,Toys,8,4955.29,credit card,07-Jul-2025,
ORD00189,Sara Singh,sara.singh@gmail.com,51743 28063,new york,Yoga Mat,Toys,2,-1037.52,Debit Card,2024/01/26 00:00:00,Shipped
ORD00190,Kavya Kapoor,kavya.kapoor@gmial.com,None,Mumbai,Coffee Maker,Books,-1,2918.53,Net Banking,01/06/2024,delivered
ORD00191,  Priya Gupta  ,null,,,Sunglasses,Home and Kitchen,10,824.76,PayPal,22/09/2025,Pending
ORD00192,David Kapoor,david.kapoor@yahoo.com,+91-5114262582,Delhi ,Desk Lamp,Beauty,10,-,credit card,NULL,Cancelled
ORD00193,Ananya Clark,ananya.clark@yahoo.com,0927914,Delhi ,Backpack,Home & Kitchen,6,free,,01/08/2024,delivered
ORD00194,Ravi Clark,ravi.clark@outlook.com,9701082,mumbai,Sunglasses,electronics,6,966.66,credit card,29/11/2024,Pending
ORD00195,Mike Kapoor,mike.kapoor@yahoo.com,265-273-5435,Mumbai,Desk Lamp,Beauty,8,772.86,UPI,"September 10, 2025",DELIVERED
ORD00196,Vikram Lewis,vikram.lewis@yahoo.com,406-335-6939,,Cricket Bat,Beauty,8, ,Cash on Delivery,"May 05, 2025",delivered
ORD00197,Tom Clark,tom.clark@yahoo.com,+91-1074279907,London,Wireless Mouse,Clothing,6,629.38,credit card,01-29-2025,Delivered
ORD00198,Zoya Davis,zoya.davis@gmail.com,08501 65790,Bangalore,Desk Lamp,Clothing,4,683.43,credit card,2025/05/04 00:00:00,Shipped
ORD00199,Linda Verma,None,78817 88479,London,Backpack,,2,1399.67,CC,2024-10-22,delivered
ORD00200,Neha Reddy,neha.reddy@gmail.com,8275670431,  ,Running Shoes,Home & Kitchen,10,"2,341.86",,26-Jun-2025,
ORD00201,Zoya Singh,zoya.singh@outlook.com,025-472-9284,MUMBAI,Running Shoes,,6,-2573.50,Net Banking,02-05-2024,DELIVERED
ORD00202,Emma Nair,-,7520885,New York,Coffee Maker,Clothing,6,-3548.60,Net Banking,29-Apr-2024,Shipped
ORD00203,Tom Taylor,tom.taylor@outlook.com,-,New York,Backpack,,8,free,,"January 04, 2025",Pending
ORD00204,Emma Kapoor,emmakapoor-test,7674266299,MUMBAI,Yoga Mat,Home & Kitchen,6,free,Cash on Delivery,2024/10/06 00:00:00,
ORD00205,Vikram Gupta,n/a,+91-4787300244,mumbai,Coffee Maker,,4,"2,676.73",credit card,2025/09/05 00:00:00,
ORD00206,Vikram Davis,vikram.davis@outlook.com,4290257252, Delhi,Building Blocks Set,Books,5,1099.08,,2024/07/06 00:00:00,DELIVERED
ORD00207,Fatima Verma,fatimaverma@outlook.com,2028457652,Delhi ,Backpack,Clothing,9,1671.55,credit card,2025-03-03,delivered
ORD00208,Ravi Sharma,ravi.sharma-test,240-132-2342,MUMBAI,Yoga Mat,electronics,1,NULL,Credit Card,09-Jun-2025,delivered
ORD00209,Karan Patel,karan.patel-test,2501249,London,Kitchen Knife Set,Beauty,10,free,UPI,2024/06/24 00:00:00,Delivered
ORD00210,Sara Mehta,sara.mehta@gmial.com,+91-5663836151,mumbai,Building Blocks Set,SPORTS,9,1305.54,credit card,2025/01/29 00:00:00,Cancelled
ORD00211,Tom Jones,tom.jones@gmial.com,+91-0716781126,new york,Cricket Bat,Beauty,3,$1816.12,PayPal,17-Feb-2025,
ORD00212,Karan Singh,karan.singh@gmial.com,784-271-1477,New York,Kitchen Knife Set,Clothing,,2149.91,Cash on Delivery,11/09/2025,Cancelled
ORD00213,Olivia Walker,olivia.walker@gmial.com,7848588006,Bengaluru,Kitchen Knife Set,Sports,1,"1,653.55",CC,05-18-2025,Pending
ORD00214,Kavya Khan,kavya.khan@gmial.com,0647969545,Mumbai,Face Cream,Beauty,10,526.18,Cash on Delivery,19-Dec-2024,cancelled
ORD00215,Priya Jones,priya.jones@outlook.com,+91-8507698640,Hyderabad,Desk Lamp,Electronics,10,670.43,upi,"May 23, 2025",cancelled
ORD00216,Neha Walker,neha.walker@gmail.com,4404963919,Hyderabad,Cotton T-Shirt,Books,7,352.67,UPI,31-May-2025,cancelled
ORD00217,Mike Davis,mike.davis@gmail.com,2973748969,Pune,Building Blocks Set,Home & Kitchen,5,1364.04,credit card,07-27-2024,Cancelled
ORD00218,Neha Reddy,neha.reddy@yahoo.com,78660 32420,London,Cotton T-Shirt,Home and Kitchen,8,444.04,credit card,2024-11-17,Pending
ORD00219,Emma Smith,emma.smith-test,9847139,new york,Cricket Bat,Toys,4,$1886.11,UPI,2025/03/26 00:00:00,Delivered
ORD00220,Kavya Lewis,kavya.lewis@yahoo.com,25754 09003,Pune,Yoga Mat,Toys,2,$911.55,Cash on Delivery,09-Jan-2024,Cancelled
ORD00221,Zoya Smith,zoya.smith@gmial.com,604-177-6561,new york,Coffee Maker,Home and Kitchen,9,3612.78,,"July 07, 2024",DELIVERED
ORD00222,Amit Kapoor,amit.kapoor-test,29657 72429,London,Desk Lamp,Home and Kitchen,7,941.14,Net Banking,2025-09-18,
ORD00223,Mike Reddy,mikereddy@yahoo.com,910-867-7133,  ,Novel - Fiction,Home and Kitchen,4,362.97,Debit Card,04/03/2025,Delivered
ORD00224,Zoya Reddy,zoyareddy@gmial.com,5636694118,Mumbai,Cotton T-Shirt,Books,10,469.12,Credit Card,16-Sep-2024,Cancelled
ORD00225,Rahul Taylor,rahul.taylor-test,7215862415,MUMBAI,Wireless Mouse,Sports,7,546.99,UPI,13/06/2025,cancelled
ORD00226,Kavya Gupta,null,null,Mumbai,Backpack,Sports,8,"1,305.29",Net Banking,2025-05-11,DELIVERED
ORD00227,Sara Taylor,sara.taylor@outlook.com,3908926137,,Running Shoes,Books,NULL,free,upi,-,
ORD00228,  Tom Reddy  ,tom.reddy@outlook.com,+91-9230450189,mumbai,Wireless Mouse,Toys,7,$500.57,Cash on Delivery,"October 18, 2024",DELIVERED
ORD00229,Sara Wilson,sara.wilson-test,+91-5837767499,mumbai,Kitchen Knife Set,Toys,7,free,Debit Card,2024/06/07 00:00:00,delivered
ORD00230,Zoya Nair,zoya.nair@outlook.com,+91-4908108186,mumbai,Building Blocks Set,Sports,5,-,CC,2024-07-05,delivered
ORD00231,Ananya Wilson,ananya.wilson@outlook.com,2321941680,Bengaluru,Kitchen Knife Set,electronics,-,1868.74,PayPal,2025/05/13 00:00:00,cancelled
ORD00232,Rahul Wilson,N/A,372-368-3147,Chennai,Cotton T-Shirt,Toys,null,463.23,COD,08-22-2025,Pending
ORD00233,PRIYA VERMA,priya.verma@gmial.com,+91-9840767899,Delhi ,Backpack,Electronics,2,-1450.52,PayPal,21-Dec-2024,Delivered
ORD00234,Neha Wilson,neha.wilson@outlook.com,72466 57293,new york,Building Blocks Set,electronics,10,1195.25,Debit Card,2024-08-02,cancelled
ORD00235,Karan Taylor,NULL,1931837455,London,Cricket Bat,SPORTS,9,2290.73,COD,2025-04-13,delivered
ORD00236,Olivia Walker,olivia.walker@yahoo.com,524-787-1255,mumbai,Cricket Bat,Home & Kitchen,4,2493.50,credit card,29-Sep-2024,cancelled
ORD00237,Linda Gupta,linda.gupta@gmial.com,85072 08115,Bengaluru,Kitchen Knife Set,Clothing,3,2204.75,,16-Jun-2025,Pending
ORD00072,Rahul Jones,rahul.jones@outlook.com,7717535,  ,Novel - Fiction,Home & Kitchen,-5,free,Debit Card,2024/12/03 00:00:00,Shipped
ORD00239,Chris Walker,chris.walker-test,5634108,Pune,Building Blocks Set,Home and Kitchen,6, ,PayPal,09-21-2024,Pending
ORD00240,Chris Khan,chris.khan@gmail.com,7490753,Delhi ,Coffee Maker,Books,10,-3526.54,upi,06-12-2025,
ORD00241,Sara Gupta,sara.gupta@yahoo.com,+91-5869886497,Chennai,Bluetooth Headphones,Sports,9,1275.42,Net Banking,30-Apr-2024,
ORD00242,Priya Brown,priya.brown@gmail.com,821-545-4470,MUMBAI,Bluetooth Headphones,Beauty,5, ,upi,10-Mar-2024,
ORD00243,Vikram Wilson,vikram.wilson-test,777-251-9966,,Kitchen Knife Set,Toys,-4,2078.20,Credit Card,"August 08, 2025",Cancelled
ORD00244,Fatima Khan,fatima.khan-test,+91-8018204339,mumbai,Desk Lamp,SPORTS,1,$747.85,Net Banking,2024-11-20,delivered
ORD00245,Sara Lewis,sara.lewis@gmial.com,None,MUMBAI,Coffee Maker,Electronics,3,"3,183.96",credit card,2024/02/23 00:00:00,Shipped
ORD00246,Kavya Joshi,kavya.joshi-test,63048 91382,Hyderabad,Bluetooth Headphones,Toys,3,$1423.03,Net Banking,2025/03/09 00:00:00,
ORD00247,Priya Sharma,priyasharma@gmail.com,494-653-9840,new york,Desk Lamp,SPORTS,2,904.63,Debit Card,09-17-2025,cancelled
ORD00248,Karan Nair,karan.nair-test,+91-2097002687,Pune,Yoga Mat,electronics,1,1040.17,Cash on Delivery,07/09/2025,Delivered
ORD00249,Sara Nair,n/a,53194 33750,Chennai,Wireless Mouse,Beauty,7,505.78,COD,"June 23, 2024",DELIVERED
ORD00250,John Singh,john.singh-test,+91-0894870605,  ,Coffee Maker,Toys,6,3321.77,Debit Card,18-Feb-2024,
ORD00251,David Sharma,N/A,+91-6133254110,Bengaluru,Sunglasses,Electronics,5,897.96,Credit Card,07/12/2024,delivered
ORD00252,Olivia Walker,olivia.walker@gmail.com,1207049611,Pune,Building Blocks Set,Electronics,7,1071.00,COD,28-Jan-2025,delivered
ORD00253,David Sharma,NULL,392-845-6797,Delhi ,Cotton T-Shirt,Clothing,7,401.09,Net Banking,05-29-2024,cancelled
ORD00254,Zoya Taylor, ,+91-8065333153,new york,Backpack,Sports,6,-1673.26,Credit Card,2025-05-22,Shipped
ORD00255,Linda Nair,linda.nair@gmial.com,+91-0501508124,Delhi ,Smart Watch,,1,"4,397.37",UPI,2024/06/27 00:00:00,Shipped
ORD00256,NEHA MEHTA,neha.mehta@yahoo.com,1534735,,Cricket Bat,Toys,3,$2458.39,upi,"November 21, 2024",Shipped
ORD00257,Priya Walker,priya.walker@gmail.com,2897317,Bengaluru,Coffee Maker,,3,"3,063.88",COD,2025/05/21 00:00:00,Pending
ORD00258,Vikram Patel,vikram.patel@outlook.com,25481 21478,Delhi ,Building Blocks Set,Beauty,8,1183.44,UPI,-,Shipped
ORD00259,Karan Smith,karan.smith@gmail.com,11150 83535, Delhi,Cricket Bat,,3,free,UPI,15-Oct-2024,Pending
ORD00260,Vikram Sharma,vikram.sharma@yahoo.com,738-987-7515,Bengaluru,Kitchen Knife Set,Toys,6,$1624.75,Credit Card,05-26-2025,cancelled
ORD00261,Linda Davis,linda.davis@outlook.com,022-599-9966,Bengaluru,Kitchen Knife Set,electronics,10,"2,249.89",credit card,"July 20, 2025",
ORD00262,Amit Brown,amitbrown-test, ,Mumbai,Novel - Fiction,Clothing,2,-297.23,Debit Card,05-13-2024,Pending
ORD00263,Kavya Brown,kavya.brown@gmial.com,null,Chennai,Desk Lamp,electronics,6,930.13,credit card,21-Oct-2024,cancelled
ORD00264,Zoya Kapoor,zoya.kapoor-test,2916032484,new york,Running Shoes,Home & Kitchen,2,2994.12,Net Banking,29/11/2024,Cancelled
ORD00265,MIKE JOSHI,mike.joshi@gmial.com,+91-3600412577,mumbai,Wireless Mouse,electronics,3,592.00,CC,19/01/2024,Cancelled
ORD00266,Sara Lewis,sara.lewis@yahoo.com,0837081647,Hyderabad,Backpack,Electronics,4,$1518.82,Credit Card,,cancelled
ORD00267,Mike Smith,mikesmith@yahoo.com,558-393-8661,Delhi ,Kitchen Knife Set,electronics,6,$1528.30,credit card,10-12-2024,Delivered
ORD00268,John Mehta,john.mehta-test,92419 56252,  ,Building Blocks Set,,10,free,PayPal,2024/01/14 00:00:00,delivered
ORD00269,Zoya Jones,zoya.jones@gmial.com,3039752,London,Desk Lamp,Toys,two,909.88,Debit Card,"July 06, 2025",Shipped
ORD00270,Linda Walker,-,N/A,Mumbai,Running Shoes,,3,$2591.59,credit card,03-12-2025,DELIVERED
ORD00271,Mike Jones,mike.jones@yahoo.com,+91-1566277689,London,Coffee Maker,Clothing,two,3142.52,UPI,2025/09/01 00:00:00,DELIVERED
ORD00272,Karan Kapoor,karan.kapoor@outlook.com,23008 57666,Bengaluru,Novel - Fiction,Sports,1,417.75,PayPal,15-Jun-2024,Cancelled
ORD00273,Emma Joshi,emma.joshi@gmial.com,0502497,Hyderabad,Yoga Mat,,-1,950.93,credit card,14-Jun-2025,DELIVERED
ORD00274,Ananya Reddy,ananya.reddy@outlook.com,119-524-3640,  ,Face Cream,Sports,NULL,720.06,Cash on Delivery,23/06/2024,DELIVERED
ORD00275,Mike Clark,mikeclark@yahoo.com,+91-3467912141,mumbai,Building Blocks Set,Home and Kitchen,-2,n/a,Credit Card,2025-08-19,delivered
ORD00276,Mike Joshi,mike.joshi@gmial.com,6555535669,Bangalore,Face Cream,Books,-4,NULL,Net Banking,13/10/2024,cancelled
ORD00277,Tom Walker,tomwalker@outlook.com,+91-0573976915,,Face Cream,Sports,7,$595.49,Net Banking,"August 08, 2025",Delivered
ORD00278,Ravi Clark,ravi.clark@gmial.com,1783332116,MUMBAI,Backpack,Books,5,1705.13,Net Banking,"May 18, 2025",cancelled
ORD00279,Linda Singh,linda.singh@gmial.com,6334141,,Backpack,Home & Kitchen,6,free,PayPal,02-Jul-2025,Pending
ORD00280,David Taylor,david.taylor@yahoo.com,-,Bangalore,Running Shoes,Clothing,8,"2,146.57",,02-05-2024,delivered
ORD00281,Karan Singh,karan.singh@gmail.com,+91-3302764208,Bangalore,Building Blocks Set,Toys,7,993.65,Debit Card,15/07/2025,cancelled
ORD00282,Vikram Patel,vikram.patel@gmial.com,+91-2333059126,New York,Building Blocks Set,Clothing,3,1412.45,,12/12/2024,Pending
ORD00283,Linda Patel,linda.patel@gmial.com,1764750111,Chennai,Coffee Maker,,two,3395.31,credit card,30-Aug-2025,Pending
ORD00284,Zoya Singh,zoya.singh@yahoo.com,688-871-8981,New York,Smart Watch,electronics,9,"4,893.49",CC,11/08/2025,delivered
ORD00285,  Fatima Reddy  ,fatima.reddy-test,+91-0340848729,new york,Bluetooth Headphones,Books,9,1505.35,Credit Card,30/08/2024,Cancelled
ORD00286,Mike Gupta,mikegupta@gmial.com,6267146283,New York,Yoga Mat,Home and Kitchen,6,free,CC,19-Nov-2024,Pending
ORD00287,Amit Walker,amit.walker@gmail.com,None,London,Face Cream,Home and Kitchen,2,$617.11,credit card,"May 06, 2024",Cancelled
ORD00288,Vikram Clark,vikramclark-test,None,London,Desk Lamp,Toys,9,-815.51,Credit Card,"June 09, 2025",DELIVERED
ORD00289,Ravi Kapoor,ravi.kapoor@yahoo.com,727-578-4468, Delhi,Sunglasses,,6,1136.96,Debit Card,2024-04-05,delivered
ORD00290,Zoya Lewis,zoya.lewis-test,7881609,new york,Wireless Mouse,Books,9,643.11,CC,20/06/2025,delivered
ORD00291,Emma Gupta,emma.gupta@gmail.com,+91-8144744309,Delhi ,Novel - Fiction,Home and Kitchen,1,free,Credit Card,09-22-2025,cancelled
ORD00292,Sara Sharma,sara.sharma@gmial.com,26170 24376, Delhi,Novel - Fiction,Books,2,417.32,Cash on Delivery,"January 06, 2024",Shipped
ORD00293,Sara Mehta,sara.mehta@yahoo.com,+91-4167872568,MUMBAI,Novel - Fiction,electronics,6,$349.00,upi,"March 15, 2025",Delivered
ORD00294,Ananya Clark,ananya.clark-test,143-637-1892,  ,Kitchen Knife Set,Beauty,7,$1548.34,Cash on Delivery,2024-01-19,Delivered
ORD00295,Rahul Davis,rahul.davis@gmail.com,414-545-6350,Mumbai,Cotton T-Shirt,Electronics,8,free,COD,2025-01-07,delivered
ORD00296,Amit Lewis,amit.lewis-test,4396112,,Yoga Mat,,2,free,COD,25/07/2024,Delivered
ORD00297,Ravi Mehta,ravi.mehta-test,7161768, Delhi,Sunglasses,Clothing,4,1095.19,Net Banking,2024/03/17 00:00:00,Pending
ORD00293,Sara Mehta,sara.mehta@yahoo.com,+91-4167872568,MUMBAI,Novel - Fiction,electronics,6,$349.00,upi,"March 15, 2025",Delivered
ORD00299,Mike Singh,mike.singh-test,4481230834,New York,Kitchen Knife Set,Clothing,1,$2007.18,Debit Card,"July 01, 2025",cancelled
ORD00300,Olivia Taylor,olivia.taylor@gmial.com,0053424089,new york,Sunglasses,Toys,10,-1019.33,PayPal,08/02/2025,Pending
ORD00301,Emma Gupta,emma.gupta@yahoo.com,240-422-6931,mumbai,Running Shoes,Toys,2,$2723.22,Credit Card,09-Sep-2025,Delivered
ORD00302,Sara Sharma,sara.sharma@outlook.com,+91-0018513279,  ,Wireless Mouse,Clothing,9,645.01,credit card,2025/07/11 00:00:00,Pending
ORD00303,  Ravi Sharma  ,ravi.sharma@outlook.com,6172131,Bangalore,Novel - Fiction,electronics,1,$363.59,upi,06-Sep-2025,DELIVERED
ORD00304,Zoya Walker,zoya.walker@outlook.com,1022526771,Hyderabad,Bluetooth Headphones,Toys,3,1308.25,COD,"February 27, 2025",cancelled
ORD00305,Ravi Jones,ravi.jones@yahoo.com,68931 35030,Pune,Face Cream,Sports,6,$612.88,CC,18-Jul-2025,Shipped
ORD00306,Mike Jones,mike.jones@gmail.com,019-179-2025,mumbai,Smart Watch,Home & Kitchen,3,5529.73,UPI,04-26-2025,
ORD00307,Amit Wilson,amit.wilson-test,67849 84362,mumbai,Backpack,SPORTS,7,$1675.14,Net Banking,"September 11, 2025",
ORD00308,Kavya Verma,kavya.verma@gmial.com,1595034281,Delhi ,Novel - Fiction,Beauty,n/a,$305.41,Credit Card,2024/09/03 00:00:00,Delivered
ORD00309,VIKRAM CLARK,vikram.clark@outlook.com,8356521568,Pune,Yoga Mat,Clothing,NaN,890.71,CC,"April 19, 2025",delivered
ORD00310,Linda Mehta,linda.mehta-test,+91-8572545960,Delhi ,Kitchen Knife Set,Home & Kitchen,10,-1996.07,UPI,2025-07-14,
ORD00311,Sara Nair,saranair@outlook.com,74747 21970,  ,Running Shoes,Home and Kitchen,3,2439.85,upi,2024/03/26 00:00:00,
ORD00312,Karan Patel,karanpatel-test,46296 13671,Chennai,Smart Watch,Sports,2,4359.67,Cash on Delivery,03-19-2025,delivered
ORD00313,David Verma,davidverma@gmial.com,+91-7235909605,Chennai,Smart Watch,Home & Kitchen,7,$4538.79,credit card,10-07-2024,
ORD00314,Ananya Joshi,ananya.joshi@gmial.com,2356778,Bengaluru,Running Shoes,Electronics,10,"2,615.47",upi,15-Jan-2024,DELIVERED
ORD00315,Kavya Verma,kavya.verma@gmial.com,+91-7910336829,Delhi ,Novel - Fiction,Books,1,n/a,Net Banking,"May 07, 2024",
ORD00316,Ananya Davis,ananya.davis@gmail.com,52892 86646,new york,Novel - Fiction,Beauty,2,391.71,Credit Card,2025-09-23,
ORD00317,Olivia Lewis,olivia.lewis@gmial.com,8613715766,Bangalore,Desk Lamp,Home & Kitchen,5,-907.18,Cash on Delivery,null,cancelled
ORD00318,Chris Walker,chris.walker@gmial.com,+91-0962626582,Delhi ,Desk Lamp,electronics,10,889.86,CC,2024-11-26,Delivered
ORD00319,Ananya Sharma,ananya.sharma@gmail.com,null,Chennai,Wireless Mouse,,4,550.34,Cash on Delivery,09-23-2024,delivered
ORD00320,Ravi Sharma,ravi.sharma@gmail.com,+91-2117536170,mumbai,Bluetooth Headphones,Sports,7,-1732.67,Credit Card,"July 01, 2024",Delivered
ORD00321,Sara Verma, ,13908 08823,mumbai,Desk Lamp,Home & Kitchen,null,$709.44,COD,07-23-2024,Cancelled
ORD00322,Tom Clark,tom.clark@outlook.com,94237 67694,Hyderabad,Sunglasses,electronics,6,1158.00,Credit Card,07-Jun-2025,Cancelled
ORD00323,  Olivia Joshi  ,olivia.joshi@yahoo.com,None,Bangalore,Running Shoes,Clothing,1,$2715.72,upi,26-Aug-2024,Cancelled
ORD00324,Olivia Mehta,olivia.mehta@gmail.com,+91-6553307704,mumbai,Coffee Maker,electronics,4,,COD,18-Oct-2024,Delivered
ORD00241,Sara Gupta,sara.gupta@yahoo.com,+91-5869886497,Chennai,Bluetooth Headphones,Sports,9,1275.42,Net Banking,30-Apr-2024,
ORD00326,Sara Davis,None,064-771-5910,Mumbai,Kitchen Knife Set,Electronics,7,1691.13,upi,"July 04, 2025",Delivered
ORD00327,Karan Patel,karan.patel@gmial.com,2971252967,Pune,Bluetooth Headphones,SPORTS,5,-1392.22,UPI,25/03/2024,Shipped
ORD00328,John Smith,john.smith@gmial.com,398-854-7281,Delhi ,Wireless Mouse,Books,4,$666.09,Cash on Delivery,2024/06/17 00:00:00,delivered
ORD00236,Olivia Walker,olivia.walker@yahoo.com,524-787-1255,mumbai,Cricket Bat,Home & Kitchen,4,2493.50,credit card,29-Sep-2024,cancelled
ORD00330,NEHA REDDY,neha.reddy@gmail.com,NaN,Delhi ,Backpack,Clothing,8,NaN,Cash on Delivery,17-Jul-2024,DELIVERED
ORD00331,Olivia Reddy,N/A,31009 43181,Delhi ,Novel - Fiction,Beauty,4,381.66,CC,07-27-2024,Cancelled
ORD00332,Amit Khan,amit.khan@yahoo.com,225-720-7650, Delhi,Desk Lamp,electronics,two,751.75,Debit Card,2025-04-28,Cancelled
ORD00333,Linda Joshi,linda.joshi@outlook.com,8474570,London,Kitchen Knife Set,,2,free,Cash on Delivery,13/08/2024,cancelled
ORD00334,Kavya Sharma,kavya.sharma@yahoo.com,1487824,Bengaluru,Novel - Fiction,Home and Kitchen,-5,377.18,PayPal,2024-12-21,
ORD00335,Ravi Nair,ravi.nair@outlook.com,n/a,Mumbai,Coffee Maker,Sports,1,3283.65,,01/01/2024,cancelled
ORD00336,Zoya Joshi,zoya.joshi@yahoo.com,+91-9143075366,,Running Shoes,electronics,3,"2,562.88",CC,23-Jul-2024,Shipped
ORD00337,Zoya Wilson,zoyawilson@gmial.com,5857567667,,Backpack,SPORTS,NaN,$1335.76,UPI,09-05-2024,DELIVERED
ORD00338,Olivia Lewis,olivia.lewis@gmial.com,87010 41591,Hyderabad,Wireless Mouse,Sports,10,640.79,Net Banking,27-May-2024,DELIVERED
ORD00249,Sara Nair,n/a,53194 33750,Chennai,Wireless Mouse,Beauty,7,505.78,COD,"June 23, 2024",DELIVERED
ORD00340,  Olivia Mehta  ,olivia.mehta@yahoo.com,8760146, Delhi,Desk Lamp,Beauty,7,685.94,,"September 03, 2024",Shipped
ORD00341,Kavya Clark,kavya.clark@gmial.com,7662047196,Hyderabad,Desk Lamp,Home and Kitchen,-,652.83,COD,14/04/2025,cancelled
ORD00342,Chris Joshi,null,+91-9572446176,Hyderabad,Face Cream,,9,586.50,PayPal,22-Dec-2024,delivered
ORD00343,Priya Sharma,priya.sharma@gmial.com,3126610941,  ,Bluetooth Headphones,electronics,1,"1,752.96",COD,"January 21, 2025",Shipped
ORD00344,Mike Reddy,mike.reddy-test,9013020,  ,Cotton T-Shirt,electronics,9,$398.39,COD,2025/05/27 00:00:00,DELIVERED
ORD00345,John Nair,john.nair-test,30985 03446,mumbai,Bluetooth Headphones,Clothing,9,1757.91,Net Banking,04-23-2024,Delivered
ORD00346,Priya Verma,priya.verma-test,0371990,new york,Sunglasses,Beauty,3,907.30,COD,06-03-2025,Pending
ORD00347,Kavya Wilson,N/A,6087066,MUMBAI,Cotton T-Shirt,electronics,6,375.35,Credit Card,2024/08/31 00:00:00,Delivered
ORD00348,Linda Davis,,30102 72405,Hyderabad,Kitchen Knife Set,,7,1882.82,credit card,13/09/2024,
ORD00349,Emma Jones,emma.jones@yahoo.com,881-056-9741,,Yoga Mat,Clothing,9,794.99,CC,"February 06, 2024",
ORD00350,TOM KHAN,tom.khan@gmial.com,049-670-6670,Delhi ,Cricket Bat,Toys,5,"1,786.74",PayPal,12-10-2024,Shipped
ORD00351,Amit Verma,amit.verma@gmail.com,+91-4876998426,new york,Cricket Bat,Home & Kitchen,-3,$1834.44,UPI,2024-12-11,Cancelled
ORD00352,Emma Reddy,n/a,54277 07070,Chennai,Kitchen Knife Set,,2,1729.19,COD,07-03-2024,Cancelled
ORD00353,Kavya Gupta,NULL,28795 08304,Mumbai,Cricket Bat,,1,"2,287.47",Net Banking,2025-03-30,Shipped
ORD00354,Mike Verma,mike.verma@outlook.com,5565749025, Delhi,Backpack,Clothing,-5,"1,414.46",Net Banking,18/08/2025,Pending
ORD00355,Vikram Patel,NULL,3989868,Chennai,Kitchen Knife Set,,10,$1741.81,upi,"August 24, 2024",delivered
ORD00356,Linda Nair,linda.nair@gmail.com,9376392,New York,Yoga Mat,Clothing,2,-748.51,COD,21-Jul-2024,Delivered
ORD00357,Neha Khan,neha.khan@yahoo.com,+91-0212886652,new york,Smart Watch,SPORTS,6,5181.92,credit card,29-Dec-2024,
ORD00358,Ananya Wilson,ananyawilson-test,99576 57289,London,Smart Watch,electronics,9,5793.44,UPI,26/11/2024,DELIVERED
ORD00359,Priya Mehta,priya.mehta@outlook.com,773-244-9134,mumbai,Sunglasses,Home & Kitchen,10,free,COD,01-27-2024,Pending
ORD00360,Tom Joshi,tom.joshi@gmail.com,412-415-1315,Pune,Sunglasses,Books,2,"1,081.64",Credit Card,"March 19, 2025",cancelled
ORD00361,Mike Lewis,mike.lewis@yahoo.com,334-727-2742,New York,Wireless Mouse,electronics,1,-583.26,CC,02-09-2024,Pending
ORD00362,Vikram Jones,vikram.jones@yahoo.com,76958 74131,Bengaluru,Backpack,Sports,8,1890.86,Cash on Delivery,11-May-2024,
ORD00363,  Olivia Davis  ,oliviadavis@gmial.com,+91-4566766404,new york,Coffee Maker,Home & Kitchen,7,$2931.24,,2024/04/22 00:00:00,cancelled
ORD00364,Ravi Walker,ravi.walker@outlook.com,+91-8108358328,  ,Wireless Mouse,Home & Kitchen,7,$530.86,Credit Card,2024/01/21 00:00:00,delivered
ORD00365,  Chris Kapoor  ,chriskapoor@yahoo.com,6624111860,new york,Coffee Maker,SPORTS,7,2895.58,Cash on Delivery,06-08-2025,Cancelled
ORD00366,Tom Mehta,tom.mehta@gmail.com,47488 36076,London,Desk Lamp,SPORTS,1,$766.19,COD,07-30-2025,cancelled
ORD00367,Ravi Smith,ravi.smith@gmail.com,789-307-4645,Mumbai,Cricket Bat,Books,5,2366.47,upi,"August 29, 2024",
ORD00368,Chris Lewis,chris.lewis@gmail.com,281-237-1067,New York,Bluetooth Headphones,SPORTS,7,1204.75,UPI,2024/10/04 00:00:00,cancelled
ORD00369,Vikram Brown,vikram.brown@outlook.com,735-228-7056,MUMBAI,Cotton T-Shirt,Sports,4,351.00,upi,06-Apr-2024,DELIVERED
ORD00370,John Taylor,john.taylor@outlook.com,6945964883,Hyderabad,Yoga Mat,Clothing,10,756.00,upi,2025/08/12 00:00:00,Cancelled
ORD00371,  Olivia Clark  ,olivia.clark-test,05102 87675,Pune,Cotton T-Shirt,electronics,8,free,PayPal,"August 07, 2024",Cancelled
ORD00372,Ravi Davis,ravi.davis@gmial.com,575-639-8365,,Kitchen Knife Set,Electronics,10,1754.97,UPI,2025/05/29 00:00:00,Cancelled
ORD00373,Priya Reddy,priya.reddy@gmail.com,7977278105,Hyderabad,Smart Watch,Clothing,2,4838.18,,2024/03/04 00:00:00,Cancelled
ORD00374,Mike Walker,mike.walker@yahoo.com,58066 01382,mumbai,Backpack,Clothing,9,1540.96,Net Banking,25-Dec-2024,delivered
ORD00375,Vikram Nair,vikram.nair-test,null,London,Running Shoes,Electronics,4,$2306.86,CC,"November 13, 2024",Cancelled
